seller_id,mean_log_price,mean_review_score,last_order_timestamp,first_order_timestamp,mean_installments,median_freight,payment_type_boleto,payment_type_credit_card,payment_type_debit_card,payment_type_voucher,health_beauty,sports_leisure,housewares,auto,furniture_decor,computers_accessories,cool_stuff,NA_category,toys,baby,others
0761743cbffb25d7148189e9f1a5f03a,3.533781574338114,4.285714285714286,2018-02-02,2017-11-30,1.7142857142857142,11.85,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
077c5fae4bea9500e3737b16f71b9d3a,2.6192811945066583,4.666666666666667,2018-06-22,2017-09-19,1.0,11.93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0791d9fc1e30678ecf03d3e55fa108d3,4.3366951912764256,2.727272727272727,2018-07-24,2018-05-15,6.2727272727272725,15.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
079d295dcbf06ee8bb1b65ba964eb2b6,3.539430325028918,4.8,2018-08-09,2018-06-25,5.4,19.43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
07a9bc7f61396b658ddf3ac534efe44c,4.786658062033468,3.5,2017-06-26,2017-06-26,3.0,15.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
07bf9669d84d1f11be443a9dd938f698,4.2330621070356775,3.25,2018-06-27,2017-03-08,4.416666666666667,21.58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
07d75e33f2750d97d467fb57e4dfdd8a,4.832226388452934,2.5,2018-05-07,2018-03-06,3.5,18.595,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
07de60b03d150fb3ea09eab5da5e4c8b,4.356520510818118,4.363636363636363,2018-08-18,2018-01-31,3.4545454545454546,19.87,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
07e8e8fc5222bb358e6f259da3197074,3.254242968705492,4.0,2018-08-08,2018-02-21,1.5,11.53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
080102cd0a76b09e0dcf55fcacc60e05,3.5828745574645793,4.5,2018-08-26,2017-07-23,1.3106060606060606,15.495000000000001,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
080199a181c46c657dc5aa235411be3b,5.159227781836413,4.619047619047619,2018-08-24,2017-09-20,3.130952380952381,9.61,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
08061dc0fc165ed41288cc7acde738ee,3.0475530062771847,4.6,2017-11-14,2017-03-23,1.0,8.75,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
08084d990eb3f53af056ccbc1730c8a7,3.4259313997963594,4.166666666666667,2018-08-14,2018-02-08,1.3333333333333333,21.53,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
081acf3de680d554796c9cf041be7bc2,4.429359235295322,4.125,2018-05-23,2017-11-27,9.75,26.89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
082e0bf4cb865a6533b1e8e498cc0255,4.412856453736848,3.3043478260869565,2018-08-17,2017-10-29,5.6521739130434785,23.42,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
085f6f7e049c996695fb2074fe38d45e,3.1444348200413317,3.7777777777777777,2018-05-02,2018-02-26,2.5555555555555554,15.1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
08633c14ef2db992c11f840f04fad4cd,4.183422319666137,4.237113402061856,2018-08-24,2017-12-13,2.979381443298969,15.51,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
0873d9f8f36123f8d910f4760e788cfb,7.074303416796398,3.1666666666666665,2018-08-14,2018-05-07,9.5,23.155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0885aaf116795758dfeb5f1032487bcd,4.386441292795134,4.225806451612903,2018-08-19,2017-12-14,4.193548387096774,11.85,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0887a9f087bcd5d9f6642b52f897fc6c,4.854015278286302,4.416666666666667,2017-08-05,2017-02-02,3.6666666666666665,15.79,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
08ad4ac1388e4420ca531c3edfc46198,3.4362863643421044,2.7142857142857144,2018-08-18,2018-06-11,1.5714285714285714,9.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
08cdbae123ff67ca4e36d9d641ce0119,6.190576826397347,2.4285714285714284,2018-07-29,2018-02-20,6.714285714285714,174.49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
08d0949a9a17c027262db1f3c450c26c,3.1859085241857987,3.5384615384615383,2018-08-23,2017-08-21,2.3846153846153846,18.23,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
08d1c9478fb0d7d7fcac9c0da4e82fc7,6.2878585601617845,5.0,2018-06-12,2018-06-12,2.0,67.57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
08d2d642cf72b622b14dde1d2f5eb2f5,2.9268698641040776,4.2727272727272725,2017-12-06,2017-02-12,1.5454545454545454,15.1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
08f5819815f3d06545011850bd70f0a8,5.014100870491501,4.666666666666667,2018-08-12,2018-06-21,3.3333333333333335,19.16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
091065b789659bc3cd9af9cb3a6253ff,6.521237828859767,3.5,2018-01-18,2017-10-15,2.5,42.685,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0936e1837d0c79253456bbb2ffaaef10,2.9678470700644555,5.0,2017-04-11,2017-04-11,7.0,15.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
093805f8f2aeb63881444571e1f48f30,3.734569512850119,3.814814814814815,2018-01-30,2017-08-31,2.4074074074074074,11.85,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
094ced053e257ae8cae57205592d6712,4.032150163644138,4.1,2018-07-30,2018-04-04,2.6,18.23,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0951a6e282947e09cd47969f4ed0b47f,4.158450366280574,4.857142857142857,2018-08-27,2018-07-26,2.5714285714285716,12.79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
09883d9ab71c8fe8a9bfc7fc3075b07e,4.181174203475241,3.4,2017-11-24,2017-04-25,2.4,15.18,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
099095b050cfe8eb1ddff5317587e96e,5.238034163034947,2.95,2018-08-13,2017-12-16,3.65,17.415,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1
09bad886111255c5b5030314fc7f1a4a,4.579852378003801,5.0,2018-08-27,2018-08-08,1.6,14.26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
09f952a5f58d2285b0372551ae8f9b01,5.230144346032287,3.742424242424242,2018-08-24,2017-09-15,3.590909090909091,19.725,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0a198e95d32b1be2da9424c962a6ebfa,4.248352374701448,5.0,2018-06-13,2018-06-13,1.0,16.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5.425609405122302,5.0,2018-03-31,2018-02-03,2.5,11.399999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0a85ebe4e328db81ac9109781205e2f7,3.999907169751474,4.583333333333333,2018-08-24,2018-05-11,2.25,9.135,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0aa124728afc1131dff5655f4c6f487b,5.316532509081055,1.0,2018-08-13,2018-07-16,3.0,53.93,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0aa2205ca24f113f4658a5c536667426,3.9442708896916274,2.8181818181818183,2018-08-14,2018-04-18,1.0,16.32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0ac4201fda2c68ebc0e47cb9423cf3c9,4.041466363214277,4.333333333333333,2018-06-17,2017-06-19,3.533333333333333,15.79,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0ad80de75c811326389cfb1daba7d45e,5.433484856253284,4.833333333333333,2018-01-05,2017-10-19,3.1666666666666665,19.770000000000003,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0adac9fbd9a2b63cccaac4f8756c1ca8,3.8524365194417256,3.8859060402684564,2018-08-16,2017-01-22,3.0268456375838926,15.1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0ade5cc4a305ed7093a23f68ca47519c,4.374985975335139,5.0,2018-01-21,2017-11-24,5.5,21.195,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0aea4c6ae1505b3228ddf3dd7822ee5b,5.239697880619413,4.1,2018-04-30,2017-10-09,3.9,16.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0af2ab31141893d26aca5a404a537dab,4.07753744390572,5.0,2018-08-23,2018-08-23,5.0,15.51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0af977692321d895349eded183341d28,4.816134603057506,4.5,2018-08-20,2018-04-01,5.0,9.735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0afccdb8a34ee5c79f7c06faf2b4d56e,3.8385823219110233,3.92,2018-04-07,2017-04-05,1.56,15.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0b09101900100c0e9d312861fad5a1b9,5.035327906686628,4.0,2017-01-27,2017-01-27,8.0,14.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,6.0822385860784,4.666666666666667,2018-06-04,2018-03-30,5.666666666666667,39.84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0b18d63d0cd1d723567903fd34a07df2,4.118909225148825,4.785714285714286,2018-06-12,2017-04-11,3.2857142857142856,13.184999999999999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0b1ca3ef18a63d7eb0c8897fa0849c08,4.007333185232471,5.0,2018-04-12,2018-04-12,1.0,7.87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0b35c634521043bf4b47e21547b99ab5,4.805563711310228,3.5,2018-08-12,2017-12-07,6.0375,17.14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0b36063d5818f81ccb94b54adfaebbf5,3.9318256327243257,5.0,2017-01-30,2017-01-30,10.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0b3f27369a4d8df98f7eb91077e438ac,4.350474669126842,3.6666666666666665,2017-11-22,2017-11-13,8.333333333333334,13.03,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0b46f784306be7200ca1700aa55d819f,2.990719731730447,5.0,2017-03-19,2017-03-19,1.0,10.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0b64bcdb0784abc139af04077d49a20e,3.5350175917198348,4.75,2018-07-13,2018-04-06,1.0,17.314999999999998,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0b90b6df587eb83608a64ea8b390cf07,4.701981893045867,3.9907834101382487,2018-08-16,2017-10-24,2.3179723502304146,15.33,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0bae85eb84b9fb3bd773911e89288d54,3.825436011899203,4.194805194805195,2018-08-21,2017-03-24,2.7337662337662336,17.89,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
0bb27263628258b8111a0262769fa9db,3.100092288878234,5.0,2017-04-01,2017-04-01,3.0,10.96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
